//EOS file using Gadget forsterite EOS. c=constant entropy, v=constant entropy and vapor dome 
 //Made using GADGET_EOS_forsterite.txt and ANEOS_Dunite_VapDome.txt
//Next line defines the read data type (0=standard linear, 1=standard log, 2=Hubbard) 
# 1 
Density (kg/m^3)	Pressure (Pa)	Temperature (K)	Entropy (J/kg)	
1.498565E+00	3.752822E+05	3.644669E+03	5.000000E+03
1.524696E+00	3.821903E+05	3.648893E+03	5.000000E+03
1.551282E+00	3.892256E+05	3.653121E+03	5.000000E+03
1.578331E+00	3.963903E+05	3.657354E+03	5.000000E+03
1.605853E+00	4.036631E+05	3.661666E+03	5.000000E+03
1.633854E+00	4.110616E+05	3.666006E+03	5.000000E+03
1.662343E+00	4.185958E+05	3.670352E+03	5.000000E+03
1.691330E+00	4.262680E+05	3.674702E+03	5.000000E+03
1.720821E+00	4.340808E+05	3.679058E+03	5.000000E+03
1.750827E+00	4.420369E+05	3.683419E+03	5.000000E+03
1.781356E+00	4.501387E+05	3.687785E+03	5.000000E+03
1.812418E+00	4.583891E+05	3.692156E+03	5.000000E+03
1.844021E+00	4.667907E+05	3.696532E+03	5.000000E+03
1.876175E+00	4.753462E+05	3.700914E+03	5.000000E+03
1.908889E+00	4.840586E+05	3.705300E+03	5.000000E+03
1.942175E+00	4.929307E+05	3.709692E+03	5.000000E+03
1.976040E+00	5.019653E+05	3.714089E+03	5.000000E+03
2.010496E+00	5.111656E+05	3.718492E+03	5.000000E+03
2.045553E+00	5.205345E+05	3.722899E+03	5.000000E+03
2.081222E+00	5.300751E+05	3.727312E+03	5.000000E+03
2.117512E+00	5.397906E+05	3.731730E+03	5.000000E+03
2.154435E+00	5.496841E+05	3.736153E+03	5.000000E+03
2.192001E+00	5.597590E+05	3.740582E+03	5.000000E+03
2.230223E+00	5.700185E+05	3.745016E+03	5.000000E+03
2.269112E+00	5.804661E+05	3.749455E+03	5.000000E+03
2.308678E+00	5.911052E+05	3.753899E+03	5.000000E+03
2.348934E+00	6.019392E+05	3.758349E+03	5.000000E+03
2.389893E+00	6.129719E+05	3.762803E+03	5.000000E+03
2.431565E+00	6.242067E+05	3.767263E+03	5.000000E+03
2.473964E+00	6.356475E+05	3.771729E+03	5.000000E+03
2.517102E+00	6.473392E+05	3.776250E+03	5.000000E+03
2.560993E+00	6.595546E+05	3.781152E+03	5.000000E+03
2.605649E+00	6.720004E+05	3.786060E+03	5.000000E+03
2.651084E+00	6.846812E+05	3.790974E+03	5.000000E+03
2.697310E+00	6.976012E+05	3.795895E+03	5.000000E+03
2.744343E+00	7.107650E+05	3.800822E+03	5.000000E+03
2.792196E+00	7.241773E+05	3.805756E+03	5.000000E+03
2.840884E+00	7.378426E+05	3.810696E+03	5.000000E+03
2.890420E+00	7.517658E+05	3.815642E+03	5.000000E+03
2.940820E+00	7.659517E+05	3.820595E+03	5.000000E+03
2.992099E+00	7.804053E+05	3.825554E+03	5.000000E+03
3.044272E+00	7.951316E+05	3.830520E+03	5.000000E+03
3.097355E+00	8.101359E+05	3.835492E+03	5.000000E+03
3.151363E+00	8.254233E+05	3.840470E+03	5.000000E+03
3.206314E+00	8.409991E+05	3.845455E+03	5.000000E+03
3.262222E+00	8.568689E+05	3.850447E+03	5.000000E+03
3.319105E+00	8.730381E+05	3.855445E+03	5.000000E+03
3.376980E+00	8.895124E+05	3.860449E+03	5.000000E+03
3.435865E+00	9.062977E+05	3.865460E+03	5.000000E+03
3.495776E+00	9.233996E+05	3.870477E+03	5.000000E+03
3.556731E+00	9.408243E+05	3.875501E+03	5.000000E+03
3.618750E+00	9.585778E+05	3.880532E+03	5.000000E+03
3.681850E+00	9.766662E+05	3.885569E+03	5.000000E+03
3.746050E+00	9.950961E+05	3.890612E+03	5.000000E+03
3.811370E+00	1.013874E+06	3.895662E+03	5.000000E+03
3.877828E+00	1.033006E+06	3.900719E+03	5.000000E+03
3.945446E+00	1.052499E+06	3.905782E+03	5.000000E+03
4.014242E+00	1.072106E+06	3.910869E+03	5.000000E+03
4.084239E+00	1.091798E+06	3.915982E+03	5.000000E+03
4.155455E+00	1.111852E+06	3.921101E+03	5.000000E+03
4.227914E+00	1.132274E+06	3.926227E+03	5.000000E+03
4.301636E+00	1.153072E+06	3.931360E+03	5.000000E+03
4.376643E+00	1.174251E+06	3.936499E+03	5.000000E+03
4.452959E+00	1.195820E+06	3.941645E+03	5.000000E+03
4.530605E+00	1.217784E+06	3.946798E+03	5.000000E+03
4.609604E+00	1.240153E+06	3.951958E+03	5.000000E+03
4.689982E+00	1.262932E+06	3.957124E+03	5.000000E+03
4.771761E+00	1.286129E+06	3.962297E+03	5.000000E+03
4.854966E+00	1.309752E+06	3.967477E+03	5.000000E+03
4.939622E+00	1.333810E+06	3.972663E+03	5.000000E+03
5.025754E+00	1.358309E+06	3.977857E+03	5.000000E+03
5.113388E+00	1.383258E+06	3.983057E+03	5.000000E+03
5.202549E+00	1.408666E+06	3.988264E+03	5.000000E+03
5.293266E+00	1.434540E+06	3.993478E+03	5.000000E+03
5.385564E+00	1.460890E+06	3.998698E+03	5.000000E+03
5.479472E+00	1.487723E+06	4.003926E+03	5.000000E+03
5.575018E+00	1.515049E+06	4.009160E+03	5.000000E+03
5.672229E+00	1.542878E+06	4.014401E+03	5.000000E+03
5.771135E+00	1.571217E+06	4.019649E+03	5.000000E+03
5.871766E+00	1.600077E+06	4.024904E+03	5.000000E+03
5.974152E+00	1.629467E+06	4.030165E+03	5.000000E+03
6.078323E+00	1.659397E+06	4.035434E+03	5.000000E+03
6.184311E+00	1.689876E+06	4.040709E+03	5.000000E+03
6.292146E+00	1.720916E+06	4.045991E+03	5.000000E+03
6.401862E+00	1.752427E+06	4.051239E+03	5.000000E+03
6.513491E+00	1.784495E+06	4.056484E+03	5.000000E+03
6.627066E+00	1.817151E+06	4.061737E+03	5.000000E+03
6.742622E+00	1.850404E+06	4.066996E+03	5.000000E+03
6.860193E+00	1.884265E+06	4.072262E+03	5.000000E+03
6.979814E+00	1.918746E+06	4.077535E+03	5.000000E+03
7.101521E+00	1.953858E+06	4.082815E+03	5.000000E+03
7.225349E+00	1.989613E+06	4.088102E+03	5.000000E+03
7.351338E+00	2.026022E+06	4.093396E+03	5.000000E+03
7.479523E+00	2.063097E+06	4.098696E+03	5.000000E+03
7.609943E+00	2.100851E+06	4.104003E+03	5.000000E+03
7.742637E+00	2.139296E+06	4.109317E+03	5.000000E+03
7.877645E+00	2.178444E+06	4.114638E+03	5.000000E+03
8.015007E+00	2.218308E+06	4.119966E+03	5.000000E+03
8.154764E+00	2.258902E+06	4.125301E+03	5.000000E+03
8.296959E+00	2.300239E+06	4.130643E+03	5.000000E+03
8.441632E+00	2.342332E+06	4.135991E+03	5.000000E+03
8.588829E+00	2.385196E+06	4.141347E+03	5.000000E+03
8.738592E+00	2.428844E+06	4.146709E+03	5.000000E+03
8.890966E+00	2.473290E+06	4.152079E+03	5.000000E+03
9.045997E+00	2.518550E+06	4.157455E+03	5.000000E+03
9.203732E+00	2.564639E+06	4.162838E+03	5.000000E+03
9.364217E+00	2.611570E+06	4.168229E+03	5.000000E+03
9.527500E+00	2.659361E+06	4.173626E+03	5.000000E+03
9.693631E+00	2.708026E+06	4.179030E+03	5.000000E+03
9.862658E+00	2.757581E+06	4.184441E+03	5.000000E+03
1.003463E+01	2.808005E+06	4.189901E+03	5.000000E+03
1.020961E+01	2.859193E+06	4.195531E+03	5.000000E+03
1.038763E+01	2.911314E+06	4.201169E+03	5.000000E+03
1.056876E+01	2.964385E+06	4.206815E+03	5.000000E+03
1.075305E+01	3.018423E+06	4.212468E+03	5.000000E+03
1.094055E+01	3.073447E+06	4.218128E+03	5.000000E+03
1.113132E+01	3.129474E+06	4.223797E+03	5.000000E+03
1.132541E+01	3.186522E+06	4.229473E+03	5.000000E+03
1.152289E+01	3.244609E+06	4.235156E+03	5.000000E+03
1.172382E+01	3.303756E+06	4.240848E+03	5.000000E+03
1.192825E+01	3.363981E+06	4.246546E+03	5.000000E+03
1.213624E+01	3.425304E+06	4.252253E+03	5.000000E+03
1.234786E+01	3.487745E+06	4.257967E+03	5.000000E+03
1.256317E+01	3.551324E+06	4.263689E+03	5.000000E+03
1.278223E+01	3.616062E+06	4.269419E+03	5.000000E+03
1.300511E+01	3.681980E+06	4.275156E+03	5.000000E+03
1.323188E+01	3.749099E+06	4.280901E+03	5.000000E+03
1.346261E+01	3.817443E+06	4.286654E+03	5.000000E+03
1.369735E+01	3.887032E+06	4.292414E+03	5.000000E+03
1.393619E+01	3.957889E+06	4.298182E+03	5.000000E+03
1.417920E+01	4.030039E+06	4.303958E+03	5.000000E+03
1.442644E+01	4.103503E+06	4.309742E+03	5.000000E+03
1.467799E+01	4.178307E+06	4.315533E+03	5.000000E+03
1.493393E+01	4.254475E+06	4.321333E+03	5.000000E+03
1.519433E+01	4.332030E+06	4.327140E+03	5.000000E+03
1.545928E+01	4.411000E+06	4.332954E+03	5.000000E+03
1.572884E+01	4.491409E+06	4.338777E+03	5.000000E+03
1.600310E+01	4.573109E+06	4.344732E+03	5.000000E+03
1.628215E+01	4.656155E+06	4.350794E+03	5.000000E+03
1.656606E+01	4.740709E+06	4.356864E+03	5.000000E+03
1.685492E+01	4.826799E+06	4.362943E+03	5.000000E+03
1.714882E+01	4.914452E+06	4.369030E+03	5.000000E+03
1.744784E+01	5.003697E+06	4.375126E+03	5.000000E+03
1.775208E+01	5.094562E+06	4.381230E+03	5.000000E+03
1.806162E+01	5.187078E+06	4.387343E+03	5.000000E+03
1.837656E+01	5.281273E+06	4.393464E+03	5.000000E+03
1.869699E+01	5.377179E+06	4.399594E+03	5.000000E+03
1.902301E+01	5.474827E+06	4.405732E+03	5.000000E+03
1.935472E+01	5.574248E+06	4.411879E+03	5.000000E+03
1.969220E+01	5.675474E+06	4.418034E+03	5.000000E+03
2.003557E+01	5.778539E+06	4.424198E+03	5.000000E+03
2.038493E+01	5.883475E+06	4.430371E+03	5.000000E+03
2.074039E+01	5.990317E+06	4.436552E+03	5.000000E+03
2.110203E+01	6.099099E+06	4.442742E+03	5.000000E+03
2.146999E+01	6.209856E+06	4.448941E+03	5.000000E+03
2.184436E+01	6.322625E+06	4.455148E+03	5.000000E+03
2.222526E+01	6.437442E+06	4.461364E+03	5.000000E+03
2.261280E+01	6.554344E+06	4.467588E+03	5.000000E+03
2.300710E+01	6.673368E+06	4.473821E+03	5.000000E+03
2.340827E+01	6.794554E+06	4.480063E+03	5.000000E+03
2.381644E+01	6.917941E+06	4.486314E+03	5.000000E+03
2.423173E+01	7.043568E+06	4.492573E+03	5.000000E+03
2.465426E+01	7.171477E+06	4.498841E+03	5.000000E+03
2.508415E+01	7.301709E+06	4.505118E+03	5.000000E+03
2.552154E+01	7.433894E+06	4.511512E+03	5.000000E+03
2.596656E+01	7.568435E+06	4.517925E+03	5.000000E+03
2.641934E+01	7.705412E+06	4.524346E+03	5.000000E+03
2.688001E+01	7.844867E+06	4.530777E+03	5.000000E+03
2.734872E+01	7.986847E+06	4.537218E+03	5.000000E+03
2.782559E+01	8.131396E+06	4.543667E+03	5.000000E+03
2.831079E+01	8.278561E+06	4.550125E+03	5.000000E+03
2.880444E+01	8.428390E+06	4.556593E+03	5.000000E+03
2.930670E+01	8.580930E+06	4.563070E+03	5.000000E+03
2.981772E+01	8.736231E+06	4.569556E+03	5.000000E+03
3.033765E+01	8.894343E+06	4.576051E+03	5.000000E+03
3.086665E+01	9.055316E+06	4.582556E+03	5.000000E+03
3.140487E+01	9.219203E+06	4.589069E+03	5.000000E+03
3.195248E+01	9.386056E+06	4.595592E+03	5.000000E+03
3.250963E+01	9.555928E+06	4.602125E+03	5.000000E+03
3.307650E+01	9.728875E+06	4.608666E+03	5.000000E+03
3.365325E+01	9.904952E+06	4.615217E+03	5.000000E+03
3.424006E+01	1.008422E+07	4.621777E+03	5.000000E+03
3.483710E+01	1.026672E+07	4.628347E+03	5.000000E+03
3.544456E+01	1.045254E+07	4.634925E+03	5.000000E+03
3.606260E+01	1.064171E+07	4.641514E+03	5.000000E+03
3.669142E+01	1.083431E+07	4.648111E+03	5.000000E+03
3.733121E+01	1.103039E+07	4.654718E+03	5.000000E+03
3.798215E+01	1.123002E+07	4.661334E+03	5.000000E+03
3.864445E+01	1.143327E+07	4.667960E+03	5.000000E+03
3.931829E+01	1.164019E+07	4.674595E+03	5.000000E+03
4.000388E+01	1.185074E+07	4.681307E+03	5.000000E+03
4.070142E+01	1.206480E+07	4.688202E+03	5.000000E+03
4.141113E+01	1.228272E+07	4.695107E+03	5.000000E+03
4.213322E+01	1.250457E+07	4.702022E+03	5.000000E+03
4.286789E+01	1.273043E+07	4.708948E+03	5.000000E+03
4.361538E+01	1.296037E+07	4.715883E+03	5.000000E+03
4.437590E+01	1.319447E+07	4.722829E+03	5.000000E+03
4.514968E+01	1.343279E+07	4.729785E+03	5.000000E+03
4.593695E+01	1.367542E+07	4.736752E+03	5.000000E+03
4.673795E+01	1.392243E+07	4.743728E+03	5.000000E+03
4.755292E+01	1.417390E+07	4.750715E+03	5.000000E+03
4.838210E+01	1.442992E+07	4.757712E+03	5.000000E+03
4.922573E+01	1.469056E+07	4.764720E+03	5.000000E+03
5.008408E+01	1.495590E+07	4.771738E+03	5.000000E+03
5.095739E+01	1.522604E+07	4.778766E+03	5.000000E+03
5.184594E+01	1.550106E+07	4.785804E+03	5.000000E+03
5.274997E+01	1.578105E+07	4.792853E+03	5.000000E+03
5.366977E+01	1.606609E+07	4.799912E+03	5.000000E+03
5.460561E+01	1.635628E+07	4.806982E+03	5.000000E+03
5.555776E+01	1.665171E+07	4.814062E+03	5.000000E+03
5.652652E+01	1.695248E+07	4.821152E+03	5.000000E+03
5.751217E+01	1.725869E+07	4.828253E+03	5.000000E+03
5.851501E+01	1.757042E+07	4.835365E+03	5.000000E+03
5.953533E+01	1.788778E+07	4.842486E+03	5.000000E+03
6.057345E+01	1.821088E+07	4.849619E+03	5.000000E+03
6.162966E+01	1.853981E+07	4.856762E+03	5.000000E+03
6.270430E+01	1.887468E+07	4.863915E+03	5.000000E+03
6.379767E+01	1.921596E+07	4.871276E+03	5.000000E+03
6.491011E+01	1.956361E+07	4.878760E+03	5.000000E+03
6.604194E+01	1.991755E+07	4.886255E+03	5.000000E+03
6.719351E+01	2.027790E+07	4.893761E+03	5.000000E+03
6.836516E+01	2.064476E+07	4.901279E+03	5.000000E+03
6.955724E+01	2.101826E+07	4.908809E+03	5.000000E+03
7.077011E+01	2.139852E+07	4.916350E+03	5.000000E+03
7.200412E+01	2.178565E+07	4.923903E+03	5.000000E+03
7.325965E+01	2.217980E+07	4.931467E+03	5.000000E+03
7.453708E+01	2.258107E+07	4.939043E+03	5.000000E+03
7.583678E+01	2.298960E+07	4.946631E+03	5.000000E+03
7.715914E+01	2.340552E+07	4.954230E+03	5.000000E+03
7.850456E+01	2.382897E+07	4.961841E+03	5.000000E+03
7.987344E+01	2.426008E+07	4.969464E+03	5.000000E+03
8.126619E+01	2.469899E+07	4.977098E+03	5.000000E+03
8.268323E+01	2.514584E+07	4.984744E+03	5.000000E+03
8.412497E+01	2.560077E+07	4.992402E+03	5.000000E+03
8.559185E+01	2.606393E+07	5.000072E+03	5.000000E+03
8.708431E+01	2.653548E+07	5.007753E+03	5.000000E+03
8.860280E+01	2.701555E+07	5.015446E+03	5.000000E+03
9.014776E+01	2.750431E+07	5.023151E+03	5.000000E+03
9.171967E+01	2.800191E+07	5.030868E+03	5.000000E+03
9.331898E+01	2.850852E+07	5.038597E+03	5.000000E+03
9.494618E+01	2.902428E+07	5.046338E+03	5.000000E+03
9.660175E+01	2.954939E+07	5.054090E+03	5.000000E+03
9.828619E+01	3.008399E+07	5.061854E+03	5.000000E+03
1.000000E+02	3.062826E+07	5.069631E+03	5.000000E+03
1.017437E+02	3.118641E+07	5.077759E+03	5.000000E+03
1.035178E+02	3.175473E+07	5.085900E+03	5.000000E+03
1.053228E+02	3.233341E+07	5.094054E+03	5.000000E+03
1.071593E+02	3.292264E+07	5.102221E+03	5.000000E+03
1.090279E+02	3.352260E+07	5.110402E+03	5.000000E+03
1.109290E+02	3.413349E+07	5.118595E+03	5.000000E+03
1.128633E+02	3.475552E+07	5.126801E+03	5.000000E+03
1.148312E+02	3.538888E+07	5.135021E+03	5.000000E+03
1.168335E+02	3.603379E+07	5.143254E+03	5.000000E+03
1.188708E+02	3.669045E+07	5.151500E+03	5.000000E+03
1.209435E+02	3.735907E+07	5.159759E+03	5.000000E+03
1.230524E+02	3.803988E+07	5.168032E+03	5.000000E+03
1.251981E+02	3.873310E+07	5.176318E+03	5.000000E+03
1.273811E+02	3.943894E+07	5.184617E+03	5.000000E+03
1.296023E+02	4.015765E+07	5.192929E+03	5.000000E+03
1.318621E+02	4.088946E+07	5.201255E+03	5.000000E+03
1.341614E+02	4.163461E+07	5.209594E+03	5.000000E+03
1.365008E+02	4.239333E+07	5.217947E+03	5.000000E+03
1.388809E+02	4.316588E+07	5.226312E+03	5.000000E+03
1.413026E+02	4.395251E+07	5.234692E+03	5.000000E+03
1.437665E+02	4.475347E+07	5.243084E+03	5.000000E+03
1.462733E+02	4.556903E+07	5.251490E+03	5.000000E+03
1.488239E+02	4.639945E+07	5.259910E+03	5.000000E+03
1.514189E+02	4.724501E+07	5.268343E+03	5.000000E+03
1.540592E+02	4.810597E+07	5.276790E+03	5.000000E+03
1.567455E+02	4.898263E+07	5.285250E+03	5.000000E+03
1.594787E+02	4.988053E+07	5.293921E+03	5.000000E+03
1.622595E+02	5.080444E+07	5.302958E+03	5.000000E+03
1.650888E+02	5.174546E+07	5.312010E+03	5.000000E+03
1.679675E+02	5.270391E+07	5.321078E+03	5.000000E+03
1.708963E+02	5.368011E+07	5.330161E+03	5.000000E+03
1.738762E+02	5.467439E+07	5.339260E+03	5.000000E+03
1.769081E+02	5.568709E+07	5.348374E+03	5.000000E+03
1.799929E+02	5.671855E+07	5.357504E+03	5.000000E+03
1.831314E+02	5.776912E+07	5.366650E+03	5.000000E+03
1.863246E+02	5.883914E+07	5.375811E+03	5.000000E+03
1.895736E+02	5.992898E+07	5.384987E+03	5.000000E+03
1.928792E+02	6.103901E+07	5.394180E+03	5.000000E+03
1.962424E+02	6.216960E+07	5.403388E+03	5.000000E+03
1.996642E+02	6.332113E+07	5.412612E+03	5.000000E+03
2.031458E+02	6.449398E+07	5.421851E+03	5.000000E+03
2.066880E+02	6.568857E+07	5.431106E+03	5.000000E+03
2.102920E+02	6.690528E+07	5.440378E+03	5.000000E+03
2.139589E+02	6.814452E+07	5.449664E+03	5.000000E+03
2.176897E+02	6.940672E+07	5.458967E+03	5.000000E+03
2.214855E+02	7.069230E+07	5.468286E+03	5.000000E+03
2.253476E+02	7.200169E+07	5.477620E+03	5.000000E+03
2.292769E+02	7.333533E+07	5.486971E+03	5.000000E+03
2.332748E+02	7.469368E+07	5.496337E+03	5.000000E+03
2.373424E+02	7.607719E+07	5.505720E+03	5.000000E+03
2.414810E+02	7.748632E+07	5.515118E+03	5.000000E+03
2.456916E+02	7.892155E+07	5.524533E+03	5.000000E+03
2.499758E+02	8.038337E+07	5.533963E+03	5.000000E+03
2.543346E+02	8.190498E+07	5.544026E+03	5.000000E+03
2.587694E+02	8.346838E+07	5.554348E+03	5.000000E+03
2.632815E+02	8.506163E+07	5.564690E+03	5.000000E+03
2.678724E+02	8.668528E+07	5.575050E+03	5.000000E+03
2.725433E+02	8.833993E+07	5.585430E+03	5.000000E+03
2.772956E+02	9.002616E+07	5.595829E+03	5.000000E+03
2.821308E+02	9.174457E+07	5.606247E+03	5.000000E+03
2.870503E+02	9.349579E+07	5.616685E+03	5.000000E+03
2.920556E+02	9.528044E+07	5.627142E+03	5.000000E+03
2.971481E+02	9.709915E+07	5.637618E+03	5.000000E+03
3.023295E+02	9.895257E+07	5.648115E+03	5.000000E+03
3.076012E+02	1.008414E+08	5.658630E+03	5.000000E+03
3.129648E+02	1.027662E+08	5.669166E+03	5.000000E+03
3.184220E+02	1.047278E+08	5.679720E+03	5.000000E+03
3.239743E+02	1.067269E+08	5.690295E+03	5.000000E+03
3.296234E+02	1.087641E+08	5.700889E+03	5.000000E+03
3.353710E+02	1.108402E+08	5.711503E+03	5.000000E+03
3.412189E+02	1.129559E+08	5.722137E+03	5.000000E+03
3.471687E+02	1.151120E+08	5.732790E+03	5.000000E+03
3.532222E+02	1.173092E+08	5.743464E+03	5.000000E+03
3.593814E+02	1.195484E+08	5.754157E+03	5.000000E+03
3.656479E+02	1.218304E+08	5.764870E+03	5.000000E+03
3.720237E+02	1.241559E+08	5.775603E+03	5.000000E+03
3.785106E+02	1.265257E+08	5.786356E+03	5.000000E+03
3.851107E+02	1.289409E+08	5.797129E+03	5.000000E+03
3.918259E+02	1.314021E+08	5.807922E+03	5.000000E+03
3.986581E+02	1.339206E+08	5.818847E+03	5.000000E+03
4.056095E+02	1.366089E+08	5.831075E+03	5.000000E+03
4.126821E+02	1.393510E+08	5.843328E+03	5.000000E+03
4.198780E+02	1.421483E+08	5.855607E+03	5.000000E+03
4.271994E+02	1.450017E+08	5.867912E+03	5.000000E+03
4.346485E+02	1.479123E+08	5.880242E+03	5.000000E+03
4.422274E+02	1.508814E+08	5.892599E+03	5.000000E+03
4.499385E+02	1.539101E+08	5.904981E+03	5.000000E+03
4.577841E+02	1.569996E+08	5.917390E+03	5.000000E+03
4.657664E+02	1.601511E+08	5.929824E+03	5.000000E+03
4.738880E+02	1.633658E+08	5.942285E+03	5.000000E+03
4.821511E+02	1.666451E+08	5.954772E+03	5.000000E+03
4.905584E+02	1.699902E+08	5.967285E+03	5.000000E+03
4.991122E+02	1.734025E+08	5.979825E+03	5.000000E+03
5.078152E+02	1.768833E+08	5.992391E+03	5.000000E+03
5.166700E+02	1.804339E+08	6.004983E+03	5.000000E+03
5.256791E+02	1.840558E+08	6.017602E+03	5.000000E+03
5.348454E+02	1.877504E+08	6.030247E+03	5.000000E+03
5.441714E+02	1.915192E+08	6.042919E+03	5.000000E+03
5.536601E+02	1.953636E+08	6.055617E+03	5.000000E+03
5.633143E+02	1.992852E+08	6.068342E+03	5.000000E+03
5.731368E+02	2.032855E+08	6.081094E+03	5.000000E+03
5.831305E+02	2.073661E+08	6.093873E+03	5.000000E+03
5.932985E+02	2.115286E+08	6.106678E+03	5.000000E+03
6.036439E+02	2.157747E+08	6.119510E+03	5.000000E+03
6.141696E+02	2.201060E+08	6.132370E+03	5.000000E+03
6.248788E+02	2.245242E+08	6.145256E+03	5.000000E+03
6.357748E+02	2.291917E+08	6.159244E+03	5.000000E+03
6.468608E+02	2.341647E+08	6.174636E+03	5.000000E+03
6.581400E+02	2.392457E+08	6.190065E+03	5.000000E+03
6.696160E+02	2.444369E+08	6.205533E+03	5.000000E+03
6.812921E+02	2.497408E+08	6.221040E+03	5.000000E+03
6.931717E+02	2.551597E+08	6.236586E+03	5.000000E+03
7.052585E+02	2.606963E+08	6.252170E+03	5.000000E+03
7.175561E+02	2.663529E+08	6.267794E+03	5.000000E+03
7.300681E+02	2.721323E+08	6.283456E+03	5.000000E+03
7.427982E+02	2.780371E+08	6.299158E+03	5.000000E+03
7.557504E+02	2.840701E+08	6.314899E+03	5.000000E+03
7.689284E+02	2.902339E+08	6.330679E+03	5.000000E+03
7.823361E+02	2.965315E+08	6.346499E+03	5.000000E+03
7.959777E+02	3.029657E+08	6.362358E+03	5.000000E+03
8.098571E+02	3.095396E+08	6.378257E+03	5.000000E+03
8.239786E+02	3.162560E+08	6.394195E+03	5.000000E+03
8.383462E+02	3.231183E+08	6.410173E+03	5.000000E+03
8.529644E+02	3.301294E+08	6.426192E+03	5.000000E+03
8.678376E+02	3.372926E+08	6.442250E+03	5.000000E+03
8.829700E+02	3.446113E+08	6.458348E+03	5.000000E+03
8.983663E+02	3.520888E+08	6.474487E+03	5.000000E+03
9.140311E+02	3.597285E+08	6.490666E+03	5.000000E+03
9.299690E+02	3.675340E+08	6.506885E+03	5.000000E+03
9.461848E+02	3.755089E+08	6.523145E+03	5.000000E+03
9.626834E+02	3.836568E+08	6.539446E+03	5.000000E+03
9.794697E+02	3.919815E+08	6.555787E+03	5.000000E+03
9.965486E+02	4.004868E+08	6.572169E+03	5.000000E+03
1.013925E+03	4.095788E+08	6.590256E+03	5.000000E+03
1.031605E+03	4.189800E+08	6.608809E+03	5.000000E+03
1.049593E+03	4.285970E+08	6.627415E+03	5.000000E+03
1.067895E+03	4.385476E+08	6.646558E+03	5.000000E+03
1.086516E+03	4.487318E+08	6.665768E+03	5.000000E+03
1.105461E+03	4.591897E+08	6.685161E+03	5.000000E+03
1.124737E+03	4.699861E+08	6.704929E+03	5.000000E+03
1.144349E+03	4.810363E+08	6.724756E+03	5.000000E+03
1.164303E+03	4.924292E+08	6.745062E+03	5.000000E+03
1.184605E+03	5.041257E+08	6.765597E+03	5.000000E+03
1.205261E+03	5.161404E+08	6.786297E+03	5.000000E+03
1.226277E+03	5.285636E+08	6.807367E+03	5.000000E+03
1.247660E+03	5.412859E+08	6.828503E+03	5.000000E+03
1.269415E+03	5.544232E+08	6.850277E+03	5.000000E+03
1.291550E+03	5.678928E+08	6.872190E+03	5.000000E+03
1.314070E+03	5.817983E+08	6.894435E+03	5.000000E+03
1.336984E+03	5.961117E+08	6.916910E+03	5.000000E+03
1.360297E+03	6.108430E+08	6.939742E+03	5.000000E+03
1.384016E+03	6.260243E+08	6.963012E+03	5.000000E+03
1.408149E+03	6.416411E+08	6.986526E+03	5.000000E+03
1.432703E+03	6.577654E+08	7.010450E+03	5.000000E+03
1.457685E+03	6.743443E+08	7.034640E+03	5.000000E+03
1.483103E+03	6.914559E+08	7.059331E+03	5.000000E+03
1.508963E+03	7.090628E+08	7.084285E+03	5.000000E+03
1.535275E+03	7.272372E+08	7.109665E+03	5.000000E+03
1.562046E+03	7.459585E+08	7.135416E+03	5.000000E+03
1.589283E+03	7.652643E+08	7.161607E+03	5.000000E+03
1.616995E+03	7.851928E+08	7.188216E+03	5.000000E+03
1.645191E+03	8.057205E+08	7.215131E+03	5.000000E+03
1.673878E+03	8.269341E+08	7.242700E+03	5.000000E+03
1.703065E+03	8.487592E+08	7.270539E+03	5.000000E+03
1.732761E+03	8.713528E+08	7.298941E+03	5.000000E+03
1.762975E+03	8.946201E+08	7.327746E+03	5.000000E+03
1.793716E+03	9.186082E+08	7.357059E+03	5.000000E+03
1.824993E+03	9.434175E+08	7.386914E+03	5.000000E+03
1.856816E+03	9.689866E+08	7.417133E+03	5.000000E+03
1.889193E+03	9.954133E+08	7.447976E+03	5.000000E+03
1.922135E+03	1.022685E+09	7.479386E+03	5.000000E+03
1.955651E+03	1.050804E+09	7.511229E+03	5.000000E+03
1.989751E+03	1.079887E+09	7.543621E+03	5.000000E+03
2.024447E+03	1.109866E+09	7.576695E+03	5.000000E+03
2.059747E+03	1.140793E+09	7.610250E+03	5.000000E+03
2.095662E+03	1.172789E+09	7.644236E+03	5.000000E+03
2.132204E+03	1.205796E+09	7.679050E+03	5.000000E+03
2.169384E+03	1.239837E+09	7.714360E+03	5.000000E+03
2.207211E+03	1.274958E+09	7.750183E+03	5.000000E+03
2.245698E+03	1.311219E+09	7.786689E+03	5.000000E+03
2.284856E+03	1.360712E+09	7.827116E+03	5.000000E+03
2.324697E+03	1.481792E+09	7.886305E+03	5.000000E+03
2.365233E+03	1.703628E+09	7.965720E+03	5.000000E+03
2.406475E+03	2.042720E+09	8.061096E+03	5.000000E+03
2.448437E+03	2.447678E+09	8.161889E+03	5.000000E+03
2.491130E+03	2.893804E+09	8.263664E+03	5.000000E+03
2.534568E+03	3.391852E+09	8.366535E+03	5.000000E+03
2.578763E+03	3.947040E+09	8.470397E+03	5.000000E+03
