//EOS file using Gadget forsterite EOS. c=constant entropy, v=constant entropy and vapor dome 
 //Made using GADGET_Fe_EOS.txt and ANEOS_Dunite_VapDome.txt
//Next line defines the read data type (0=standard linear, 1=standard log, 2=Hubbard) 
# 0 
Density (kg/m^3)	Pressure (Pa)	Temperature (K)	Entropy (J/kg)	
6.742622E+01	2.121574E+01	2.028577E+03	1.500000E+03
6.812921E+01	2.121574E+01	2.028577E+03	1.500000E+03
6.883952E+01	2.121574E+01	2.028577E+03	1.500000E+03
6.955724E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.028244E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.101521E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.175561E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.250373E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.325965E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.402346E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.479523E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.557504E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.636298E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.715914E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.796360E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.877645E+01	2.121574E+01	2.028577E+03	1.500000E+03
7.959777E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.042765E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.126619E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.211347E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.296959E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.383462E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.470868E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.559185E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.648423E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.738592E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.829700E+01	2.121574E+01	2.028577E+03	1.500000E+03
8.921758E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.014776E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.108764E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.203732E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.299690E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.396648E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.494618E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.593608E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.693631E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.794697E+01	2.121574E+01	2.028577E+03	1.500000E+03
9.896816E+01	2.121574E+01	2.028577E+03	1.500000E+03
1.000000E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.010426E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.020961E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.031605E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.042361E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.053228E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.064209E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.075305E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.086516E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.097844E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.109290E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.120855E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.132541E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.144349E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.156280E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.168335E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.180517E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.192825E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.205261E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.217827E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.230524E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.243353E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.256317E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.269415E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.282650E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.296023E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.309535E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.323188E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.336984E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.350923E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.365008E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.379239E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.393619E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.408149E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.422830E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.437665E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.452654E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.467799E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.483103E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.498565E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.514189E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.529976E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.545928E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.562046E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.578331E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.594787E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.611414E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.628215E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.645191E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.662343E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.679675E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.697187E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.714882E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.732761E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.750827E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.769081E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.787526E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.806162E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.824993E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.844021E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.863246E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.882672E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.902301E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.922135E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.942175E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.962424E+02	2.121574E+01	2.028577E+03	1.500000E+03
1.982884E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.003557E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.024447E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.045553E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.066880E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.088430E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.110203E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.132204E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.154435E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.176897E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.199593E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.222526E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.245698E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.269112E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.292769E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.316674E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.340827E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.365233E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.389893E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.414810E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.439986E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.465426E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.491130E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.517102E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.543346E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.569863E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.596656E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.623729E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.651084E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.678724E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.706652E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.734872E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.763385E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.792196E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.821308E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.850723E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.880444E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.910476E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.940820E+02	2.121574E+01	2.028577E+03	1.500000E+03
2.971481E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.002462E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.033765E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.065395E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.097355E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.129648E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.162278E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.195248E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.228561E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.262222E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.296234E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.330600E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.365325E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.400412E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.435865E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.471687E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.507883E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.544456E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.581410E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.618750E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.656479E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.694601E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.733121E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.772042E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.811370E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.851107E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.891259E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.931829E+02	2.121574E+01	2.028577E+03	1.500000E+03
3.972822E+02	2.121574E+01	2.028577E+03	1.500000E+03
4.014242E+02	2.121574E+01	2.028577E+03	1.500000E+03
4.056095E+02	2.121574E+01	2.028577E+03	1.500000E+03
4.098384E+02	2.121574E+01	2.028577E+03	1.500000E+03
4.141113E+02	2.121574E+01	2.028577E+03	1.500000E+03
4.184289E+02	2.121626E+01	2.028578E+03	1.500000E+03
4.227914E+02	2.121681E+01	2.028580E+03	1.500000E+03
4.271994E+02	2.121736E+01	2.028582E+03	1.500000E+03
4.316534E+02	2.121792E+01	2.028583E+03	1.500000E+03
4.361538E+02	2.121849E+01	2.028585E+03	1.500000E+03
4.407011E+02	2.121906E+01	2.028587E+03	1.500000E+03
4.452959E+02	2.121964E+01	2.028588E+03	1.500000E+03
4.499385E+02	2.122022E+01	2.028590E+03	1.500000E+03
4.546295E+02	2.122081E+01	2.028592E+03	1.500000E+03
4.593695E+02	2.122141E+01	2.028594E+03	1.500000E+03
4.641589E+02	2.122196E+01	2.028595E+03	1.500000E+03
4.689982E+02	2.122196E+01	2.028595E+03	1.500000E+03
4.738880E+02	2.122196E+01	2.028595E+03	1.500000E+03
4.788287E+02	2.122196E+01	2.028595E+03	1.500000E+03
4.838210E+02	2.122196E+01	2.028595E+03	1.500000E+03
4.888653E+02	2.122196E+01	2.028595E+03	1.500000E+03
4.939622E+02	2.122196E+01	2.028595E+03	1.500000E+03
4.991122E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.043159E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.095739E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.148867E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.202549E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.256791E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.311598E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.366977E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.422933E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.479472E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.536601E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.594326E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.652652E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.711586E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.771135E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.831305E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.892102E+02	2.122196E+01	2.028595E+03	1.500000E+03
5.953533E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.015605E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.078323E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.141696E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.205729E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.270430E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.335805E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.401862E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.468608E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.536049E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.604194E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.673049E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.742622E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.812921E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.883952E+02	2.122196E+01	2.028595E+03	1.500000E+03
6.955724E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.028244E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.101521E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.175561E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.250373E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.325965E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.402346E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.479523E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.557504E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.636298E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.715914E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.796360E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.877645E+02	2.122196E+01	2.028595E+03	1.500000E+03
7.959777E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.042765E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.126619E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.211347E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.296959E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.383462E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.470868E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.559185E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.648423E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.738592E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.829700E+02	2.122196E+01	2.028595E+03	1.500000E+03
8.921758E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.014776E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.108764E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.203732E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.299690E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.396648E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.494618E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.593608E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.693631E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.794697E+02	2.122196E+01	2.028595E+03	1.500000E+03
9.896816E+02	2.122196E+01	2.028595E+03	1.500000E+03
1.000000E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.010426E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.020961E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.031605E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.042361E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.053228E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.064209E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.075305E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.086516E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.097844E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.109290E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.120855E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.132541E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.144349E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.156280E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.168335E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.180517E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.192825E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.205261E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.217827E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.230524E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.243353E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.256317E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.269415E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.282650E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.296023E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.309535E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.323188E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.336984E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.350923E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.365008E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.379239E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.393619E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.408149E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.422830E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.437665E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.452654E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.467799E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.483103E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.498565E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.514189E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.529976E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.545928E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.562046E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.578331E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.594787E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.611414E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.628215E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.645191E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.662343E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.679675E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.697187E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.714882E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.732761E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.750827E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.769081E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.787526E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.806162E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.824993E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.844021E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.863246E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.882672E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.902301E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.922135E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.942175E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.962424E+03	2.122196E+01	2.028595E+03	1.500000E+03
1.982884E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.003557E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.024447E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.045553E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.066880E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.088430E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.110203E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.132204E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.154435E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.176897E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.199593E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.222526E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.245698E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.269112E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.292769E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.316674E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.340827E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.365233E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.389893E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.414810E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.439986E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.465426E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.491130E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.517102E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.543346E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.569863E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.596656E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.623729E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.651084E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.678724E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.706652E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.734872E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.763385E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.792196E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.821308E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.850723E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.880444E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.910476E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.940820E+03	2.122196E+01	2.028595E+03	1.500000E+03
2.971481E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.002462E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.033765E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.065395E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.097355E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.129648E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.162278E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.195248E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.228561E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.262222E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.296234E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.330600E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.365325E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.400412E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.435865E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.471687E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.507883E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.544456E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.581410E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.618750E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.656479E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.694601E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.733121E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.772042E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.811370E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.851107E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.891259E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.931829E+03	2.122196E+01	2.028595E+03	1.500000E+03
3.972822E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.014242E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.056095E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.098384E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.141113E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.184289E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.227914E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.271994E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.316534E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.361538E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.407011E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.452959E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.499385E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.546295E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.593695E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.641589E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.689982E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.738880E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.788287E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.838210E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.888653E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.939622E+03	2.122196E+01	2.028595E+03	1.500000E+03
4.991122E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.043159E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.095739E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.148867E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.202549E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.256791E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.311598E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.366977E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.422933E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.479472E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.536601E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.594326E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.652652E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.711586E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.771135E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.831305E+03	2.122196E+01	2.028595E+03	1.500000E+03
5.892102E+03	2.122196E+01	2.028595E+03	1.500000E+03
